,doc.id,title,citeulike.id,raw.title,raw.abstract
328,329,a tutorial on support vector regression,9972.0,A tutorial on support vector regression,"In this tutorial we give an overview of the basic ideas underlying Support Vector (SV) machines for regression and function estimation. Furthermore, we include a summary of currently used algorithms for training SV machines, covering both the quadratic (or convex) programming part and advanced methods for dealing with large datasets. Finally, we mention some modifications and extensions that have been applied to the standard SV algorithm, and discuss the aspect of regularization and capacity control from a SV point of view."
329,330,multimodel inference,11258.0,Multimodel Inference,"The model selection literature has been generally poor at reflecting the deep foundations of the Akaike information criterion (AIC) and at making appropriate comparisons to the Bayesian information criterion (BIC). There is a clear philosophy, a sound criterion based in information theory, and a rigorous statistical foundation for AIC. AIC can be justified as Bayesian using a âsavvyâ prior on models that is a function of sample size and the number of model parameters. Furthermore, BIC can be derived as a non-Bayesian result. Therefore, arguments about using AIC versus BIC for model selection cannot be from a Bayes versus frequentist perspective. The philosophical context of what is assumed about reality, approximating models, and the intent of model-based inference should determine whether AIC or BIC is used. Various facets of such multimodel inference are presented here, particularly methods of model averaging."
330,331,greed and grievance in civil war,19773.0,Greed and grievance in civil war,"We investigate the causes of civil war, using a new data set of wars during 1960-99. Rebellion may be explained by atypically severe grievances, such as high inequality, a lack of political rights, or ethnic and religious divisions in society. Alternatively, it might be explained by atypical opportunities for building a rebel organization. While it is difficult to find proxies for grievances and opportunities, we find that political and social variables that are most obviously related to grievances have little explanatory power. By contrast, economic variables, which could proxy some grievances but are perhaps more obviously related to the viability of rebellion, provide considerably more explanatory power. 10.1093/oep/gpf064"
332,333,multimodal video indexing a review of the stateoftheart,23055.0,Multimodal Video Indexing: A Review of the State-of-the-art,"Efficient and effective handling of video documents depends on the availability of indexes. Manual indexing is unfeasible for large video collections. In this paper we survey several methods aiming at automating this time and resource consuming process. Good reviews on single modality based video indexing have appeared in literature. Effective indexing, however, requires a multimodal approach in which either the most appropriate modality is selected or the different modalities are used in collaborative fashion. Therefore, instead of separately treating the different information sources involved, and their specific algorithms, we focus on the similarities and differences between the modalities. To that end we put forward a unifying and multimodal framework, which views a video document from the perspective of its author. This framework forms the guiding principle for identifying index types, for which automatic methods are found in literature. It furthermore forms the basis for categorizing these different methods."
333,334,active sampling for class probability estimation and ranking,25738.0,Active Sampling for Class Probability Estimation and Ranking,"In many cost-sensitive environments class probability estimates are used by decision makers to evaluate the expected utility from a set of alternatives. Supervised learning can be used to build class probability estimates; however, it often is very costly to obtain training data with class labels. Active learning acquires data incrementally, at each phase identifying especially useful additional data for labeling, and can be used to economize on examples needed for learning. We outline the critical features of an active learner and present a sampling-based active learning method for estimating class probabilities and class-based rankings. BOOTSTRAP-LV identifies particularly informative new data for learning based on the variance in probability estimates, and uses weighted sampling to account for a potential example's informative value for the rest of the input space. We show empirically that the method reduces the number of data items that must be obtained and labeled, across a wide variety of domains. We investigate the contribution of the components of the algorithm and show that each provides valuable information to help identify informative examples. We also compare BOOTSTRAP-LV with UNCERTAINTY SAMPLING, an existing active learning method designed to maximize classification accuracy. The results show that BOOTSTRAP-LV uses fewer examples to exhibit a certain estimation accuracy and provide insights to the behavior of the algorithms. Finally, we experiment with another new active sampling algorithm drawing from both UNCERTAINTY SAMPLING and BOOTSTRAP-LV and show that it is significantly more competitive with BOOTSTRAP-LV compared to UNCERTAINTY SAMPLING. The analysis suggests more general implications for improving existing active sampling algorithms for classification."
334,335,learning to decode cognitive states from brain images,25742.0,Learning to Decode Cognitive States from Brain Images,"Over the past decade, functional Magnetic Resonance Imaging (fMRI) has emerged as a powerful new instrument to collect vast quantities of data about activity in the human brain. A typical fMRI experiment can produce a three-dimensional image related to the human subject's brain activity every half second, at a spatial resolution of a few millimeters. As in other modern empirical sciences, this new instrumentation has led to a flood of new data, and a corresponding need for new data analysis methods. We describe recent research applying machine learning methods to the problem of classifying the cognitive state of a human subject based on fRMI data observed over a single time interval. In particular, we present case studies in which we have successfully trained classifiers to distinguish cognitive states such as (1) whether the human subject is looking at a picture or a sentence, (2) whether the subject is reading an ambiguous or non-ambiguous sentence, (3) whether the word the subject is viewing is a noun or a verb, and (4) whether the noun the subject is viewing is a word describing food, people, buildings, etc. This learning problem provides an interesting case study of classifier learning from extremely high dimensional ($10^5$ features), extremely sparse (tens of training examples), noisy data. This paper summarizes the results obtained in these four case studies, as well as lessons learned about how to successfully apply machine learning methods to train classifiers in such settings."
336,337,not just piaget not just vygotsky and certainly not vygotsky as alternative to piaget,26513.0,"Not just Piaget; not just Vygotsky, and certainly not Vygotsky as alternative to Piaget","There have been many interpretations published on the relative importance of the work of both Vygotsky and Piaget: often to the detriment of the latter. This article represents an attempt to discover the meaning and intention of the former by going back to the specifics of what he said and wrote. By reference to what they said of each other it is argued that by the early 30s they had reached almost identical positions regarding child development, and that the work of each is complementary to that of the other. The implications of this position for a theory of intervention for cognitive acceleration are then discussed."
337,338,scholarly communication in the digital environment what do authors want,26527.0,Scholarly communication in the digital environment: what do authors want?,"This article reports on a large-scale international survey of authors' perception and experience of the journals system conducted by ciber in association with National Opinion Polls {(NOP).} It explores the factors that inform authors' decisions where to publish and, in particular, which groups of readers they perceive to be most important. It probes readership behaviour and the values that underlie authors' attitudes towards copyright and emerging business models, notably open access. It is concluded that many aspects of author behaviour are highly conservative and that a significant shift towards open access is, in the short to medium term, highly unlikely."
338,339,a modelbased background adjustment for oligonucleotide expression arrays,28493.0,A Model-Based Background Adjustment for Oligonucleotide Expression Arrays,"High-density oligonucleotide expression arrays are widely used in many areas of biomedical research. Affymetrix GeneChip arrays are the most popular. In the Affymetrix system, a fair amount of further preprocessing and data reduction occurs after the image-processing step. Statistical procedures developed by academic groups have been successful in improving the default algorithms provided by the Affymetrix system. In this article we present a solution to one of the preprocessing steps—background adjustment—based on a formal statistical framework. Our solution greatly improves the performance of the technology in various practical applications. These arrays use short oligonucleotides to probe for genes in an RNA sample. Typically, each gene is represented by 11—20 pairs of oligonucleotide probes. The first component of these pairs is referred to as a perfect match probe and is designed to hybridize only with transcripts from the intended gene (i.e., specific hybridization). However, hybridization by other sequences (i.e., nonspecific hybridization) is unavoidable. Furthermore, hybridization strengths are measured by a scanner that introduces optical noise. Therefore, the observed intensities need to be adjusted to give accurate measurements of specific hybridization. We have found that the default ad hoc adjustment, provided as part of the Affymetrix system, can be improved through the use of estimators derived from a statistical model that uses probe sequence information. A final step in preprocessing is to summarize the probe-level data for each gene to define a measure of expression that represents the amount of the corresponding mRNA species. In this article we illustrate the practical consequences of not adjusting appropriately for the presence of nonspecific hybridization and provide a solution based on our background adjustment procedure. Software that computes our adjustment is available as part of the Bioconductor Project (http://www.bioconductor.org)."
340,341,speaking while monitoring addressees for understanding,32136.0,Speaking while monitoring addressees for understanding,"(from the journal abstract) Speakers monitor their own speech and, when they discover problems, make repairs. In the proposal examined here, speakers also monitor addressees for understanding and, when necessary, alter their utterances in progress. Addressees cooperate by displaying and signaling their understanding in progress. Pairs of participants were videotaped as a director instructed a builder in assembling 10 Lego models. In one group, directors could see the builders' workspace; in a second, they could not; in a third, they gave instructions by audiotape. Two partners were much slower when directors could not see the builders' workspace, and they made many more errors when the instructions were audiotaped. When their workspace was visible, builders communicated with directors by exhibiting, poising, pointing at, placing, and orienting blocks, and by eye gaze, head nods, and head shakes, all timed with precision. Directors often responded by altering their utterances midcourse, also timed with precision. (PsycINFO Database Record (c) 2004 APA, all rights reserved) speaking; monitoring addressees; understanding"
341,342,the network paradigm in organizational research a review and typology,32678.0,The Network Paradigm in Organizational Research: A Review and Typology,"In this paper, we review and analyze the emerging network paradigm in organizational research. We begin with a conventional review of recent research organized around recognized research streams. Next, we analyze this research, developing a set of dimensions along which network studies vary, including direction of causality, levels of analysis, explanatory goals, and explanatory mechanisms. We use the latter two dimensions to construct a 2-by-2 table cross-classifying studies of network consequences into four canonical types: structural social capital, social access to resources, contagion, and environmental shaping. We note the rise in popularity of studies with a greater sense of agency than was traditional in network research. 10.1016/S0149-2063_03_00087-4"
342,343,beyond independent components trees and clusters,32849.0,Beyond Independent Components: Trees and Clusters,"We present a generalization of independent component analysis (ICA), where instead of looking  for a linear transform that makes the data components independent, we look for a transform that  makes the data components well fit by a tree-structured graphical model. This tree-dependent  component analysis (TCA) provides a tractable and flexible approach to weakening the assumption  of independence in ICA. In particular, TCA allows the underlying graph to have multiple connected  components, and thus the method is able to find &#034;clusters&#034; of components such that components  are dependent within a cluster and independent between clusters. Finally, we make use of a notion  of graphical models for time series due to Brillinger (1996) to extend these ideas to the temporal  setting. In particular, we are able to fit models that incorporate tree-structured dependencies among  multiple time series."
343,344,transaction cost determinants and ownershipbased entry mode choice a metaanalytical review,33371.0,Transaction cost determinants and ownership-based entry mode choice: a meta-analytical review,"Entry mode choice is a critical ingredient of international entry strategies, and has been voluminously examined in the field. The findings, however, are very mixed, especially with respect to transaction-cost-related factors in determining the ownership-based entry mode choice. This study conducted a meta-analysis to quantitatively summarize the literature and empirically generalize more conclusive findings. Based on the 106 effect sizes of 38 empirical studies, the meta-analysis shows that the findings of the existing studies are moderated to varying degrees by both study-setting factors and statistical artifacts, although the combined overall effects of transaction cost-based determinants are consistent with the predictions of transaction cost economics. We extensively discuss the implications of meta-analytical results, especially moderating effects of location, country of origin, industry type, and statistical artifacts, highlight the measurement adequacy, equivalence, and multidimensionality of transaction cost determinants, and present our suggestions to improve theoretical inquiries and empirical verifications on entry mode choice."
344,345,exploratory data analysis for complex models,36623.0,Exploratory Data Analysis for Complex Models,"''Exploratory'' and ''confirmatory'' data analysis can both be viewed as methods for comparing observed data to what would be obtained under an implicit or explicit statistical model. For example, many of Tukey’s methods can be interpreted as checks against hypothetical linear models and Poisson distributions. In more complex situations, Bayesian methods can be useful for constructing reference distributions for various plots that are useful in exploratory data analysis. This article proposes an approach to unify exploratory data analysis with more formal statistical methods based on probability models. These ideas are developed in the context of examples from fields including psychology, medicine, and social science."
345,346,defaultmode activity during a passive sensory task uncoupled from deactivation but impacting activation,36912.0,Default-Mode Activity during a Passive Sensory Task: Uncoupled from Deactivation but Impacting Activation,"Deactivation refers to increased neural activity during low-demand tasks or rest compared with high-demand tasks. Several groups have reported that a particular set of brain regions, including the posterior cingulate cortex and the medial prefrontal cortex, among others, is consistently deactivated. Taken together, these typically deactivated brain regions appear to constitute a default-mode network of brain activity that predominates in the absence of a demanding external task. Examining a passive, block-design sensory task with a standard deactivation analysis (rest epochs vs. stimulus epochs), we demonstrate that the default-mode network is undetectable in one run and only partially detectable in a second run. Using independent component analysis, however, we were able to detect the full default-mode network in both runs and to demonstrate that, in the majority of subjects, it persisted across both rest and stimulus epochs, uncoupled from the task waveform, and so mostly undetectable as deactivation. We also replicate an earlier finding that the default-mode network includes the hippocampus suggesting that episodic memory is incorporated in default-mode cognitive processing. Furthermore, we show that the more a subject's default-mode activity was correlated with the rest epochs (and ""deactivated"" during stimulus epochs), the greater that subject's activation to the visual and auditory stimuli. We conclude that activity in the default-mode network may persist through both experimental and rest epochs if the experiment is not sufficiently challenging. Time-series analysis of default-mode activity provides a measure of the degree to which a task engages a subject and whether it is sufficient to interrupt the processes--presumably cognitive, internally generated, and involving episodic memory--mediated by the default-mode network."
346,347,mathematical modal logic a view of its evolution,38466.0,Mathematical modal logic: A view of its evolution,"This is a survey of the origins of mathematical interpretations of modal logics, and their development over the last century or so. It focuses on the interconnections between  algebraic  semantics using Boolean algebras with operators and  relational  semantics using structures often called  Kripke models . It reviews the ideas of a number of people who independently contributed to the emergence of relational semantics, and compares them with the work of Kripke. It concludes with an account of several applications of modal model theory to mathematics and theoretical computer science."
347,348,the relationships of communicator style personalitybased learning style and classroom community among online graduate students,39794.0,"The relationships of communicator style, personality-based learning style, and classroom community among online graduate students","This study examined the relationships among communicator style, personality-based learning style, and sense of classroom community among 72 graduate students enrolled in online doctoral coursework. Findings suggested that communicator style patterns were related to learning styles and to classroom community. Moreover, the results of a canonical correlation suggested that friendly and open communicator styles were significantly related to feelings of being connected and the precise communicator style was related to both feelings of connectedness and to feelings that membership in the online learning community fostered educational goal attainment. No significant relationships were found between learning styles and classroom community."
349,350,collaborating with writing tools an instrumental perspective on the problem of computersupported collaborative activities,43375.0,Collaborating with writing tools - An instrumental perspective on the problem of computer-supported collaborative activities,This paper presents an analysis of the modifications that a synchronous computer support for collaborative writing introduces into the organization of co-authors' writing. The analysis is grounded in case studies of different groups of co-authors writing a report together face to face and at a distance through a collaborative writing computer system. Drawing from these studies I suggest that the problems with using a collaborative writing computer system to provide a fully collaborative writing environment derive from underlying assumptions concerning collaboration within the co-authoring activity. I point out that a more thorough understanding of how co-authors organize their writing can provide resources to envisage more radical solutions to the problem of computer support for collaboration. I conclude by considering ways that might be adequate to reconfigure collaborative writing systems in order to provide more satisfactory support for collaboration in writing environments.
350,351,the concept of information overload a review of literature from organization science accounting marketing mis and related disciplines,43867.0,"The Concept of Information Overload: A Review of Literature from Organization Science, Accounting, Marketing, MIS, and Related Disciplines","Based on literature from the domains of organization science, marketing, accounting, and management information systems, this review article examines the theoretical basis of the information overload discourse and presents an overview of the main definitions, situations, causes, effects, and countermeasures. It analyzes the contributions from the last 30 years to consolidate the existing research in a conceptual framework and to identify future research directions."
351,352,higher education management and policy volume issue complete edition,45311.0,Higher Education Management and Policy: Volume 16 Issue 2 Complete Edition,"The Journal of OECD&#39;s Programme on Institutional Management in Higher Education. This issue features article on fair access, assessment of personnel, a merger, private university policy initiatives, accessibility and equity, internationalisation, and enrollment management.  - A Faustian Bargain&#63; Institutional Responses to National and International Rankings -  - &#34;Standards Will Drop&#34; - and Other Fears about the Equality Agenda in Higher Education -"
354,355,becoming an online teacher adapting to a changed environment for teaching and learning in higher education,52185.0,Becoming an Online Teacher: Adapting to a Changed Environment for Teaching and Learning in Higher Education,"Advancements in online technologies have facilitated a convergence of distance and campus-based learning and, thus, offer new opportunities for all students through better access to resources, increased interaction between staff and students and greater flexibility in place and time. However, the transition to online teaching and learning presents new challenges as the roles and expectations of both staff and students evolve. An online teacher must create a coherent learning experience for students with whom they may not meet face-to-face and, therefore, must develop new support strategies that maintain motivation and encourage interaction. Adapting student-centred approaches to the online environment has required the development of new skills and changes to teaching practices. This paper presents an analysis of the changed environment for teachers and learners in a post-graduate coursework programme based on constructivist principles that has moved from predominately on-campus delivery to online mode. The authors examine the impact of changes to teaching and learning over the past 5 years of the programme's development and reflect on the implications of these for becoming an online teacher. <b>Devenir un professeur en ligne : Adaptation à un environnement varié d'enseignement et de formation supérieure.</b> Les progrès de technologie en ligne ont facilité une convergence de formation par correspondance et de formation au campus et ceci offre de nouvelles possibilités pour tous les étudiants par un meilleur accès aux ressources, une interaction augmentée entre le corps enseignant et les étudiants et une plus grande flexibilité temporelle et cohérente. Cependant, la transition vers l'enseignement et la formation en ligne représente de nouveaux défis étant donné que les rôles et les expectatives du corps enseignant ainsi que des étudiants altèrent. Un professeur en ligne doit créer une expérience de formation cohérente pour des étudiants qu'il ne rencontre pas personnellement et par conséquent il doit développer une nouvelle stratégie de soutien qui maintient la motivation et encourage l'interaction. L'adaption des approches concentrées sur les étudiants à un environnement en ligne exige un développement de nouveaux talents et des changements de pratiques d'enseignement. Cet exposé présente une analyse de la convergence d'environnements de formation qui a tourné d'une assistance prédominante du côté du campus à un mode en ligne et de l'effet de cette convergence sur les professeurs et les étudiants d'un programme d'études basé sur des principes constructifs. Les auteurs examinent l'impact des changements d'enseignement et de formation pendant les cinq dernières années du développement de ce programme et considèrent ses répercussions sur l'éducation d'un professeur en ligne. <b>Ausbildung zur Online-Lehrkraft: Anpassung an ein verändertes Lern- und Lehrumfeld im Bereich der Hochschulausbildung.</b> Die Fortschritte in der Online-Technologie haben eine Annäherung zwischen Fernstudium und hochschulbasiertem Lernen ermöglicht, und dies eröffnet neue Möglichkeiten für alle Studenten durch einen besseren Zugang zu Ressourcen, einer verbesserten Interaktion zwischen Lehrerkollegium und Studenten und einer größeren räumlichen und zeitlichen Flexibilität. Der Übergang zum Online-Unterricht und Lernen stellt außerdem neue Herausforderungen dar, da sich die Rolle und die Erwartungen sowohl des Lehrerkollegiums als auch der Studenten verändern. Eine Online-Lehrkraft muss ein schlüssiges Lernerlebnis für Studenten schaffen, die sie gegebenenfalls nie persönlich kennen lernt. Aus diesem Grunde muss sie neue Betreuungsstrategien entwickeln, die die Motivation aufrechterhalten und die Interaktion fördern. Durch die Anpassung der studentischen Lernansätze an ein Online-Umfeld ist die Entwicklung neuer Fähigkeiten und eine Änderung der Lehrpraktiken erforderlich geworden. Dieser Bericht stellt eine Analyse des veränderten Lernumfelds für Lehrer und Studenten in einem auf konstruktivistischen Prinzipien basierten weiterführenden Studienprogramm vor, das von einer überwiegend hochschulbasierten Wissensvermittlung zu Online-Methoden übergeht. Die Autoren untersuchen den Einfluss der Lehr- und Lernveränderungen in den vergangenen fünf Jahren der Programmentwicklung und betrachten deren Auswirkungen auf die Ausbildung einer Online-Lehrkraft."
355,356,why environmental scientists are becoming bayesians,52658.0,Why environmental scientists are becoming Bayesians,"Advances in computational statistics provide a general framework for the high-dimensional models typically needed for ecological inference and prediction. Hierarchical Bayes (HB) represents a modelling structure with capacity to exploit diverse sources of information, to accommodate influences that are unknown (or unknowable), and to draw inference on large numbers of latent variables and parameters that describe complex relationships. Here I summarize the structure of HB and provide examples for common spatiotemporal problems. The flexible framework means that parameters, variables and latent variables can represent broader classes of model elements than are treated in traditional models. Inference and prediction depend on two types of stochasticity, including (1) uncertainty, which describes our knowledge of fixed quantities, it applies to all 'unobservables' (latent variables and parameters), and it declines asymptotically with sample size, and (2) variability, which applies to fluctuations that are not explained by deterministic processes and does not decline asymptotically with sample size. Examples demonstrate how different sources of stochasticity impact inference and prediction and how allowance for stochastic influences can guide research."
356,357,scale and translation invariant collaborative filtering systems,53021.0,Scale and Translation Invariant Collaborative Filtering Systems,"Collaborative filtering systems are prediction algorithms over sparse data sets of user preferences. We modify a wide range of state-of-the-art collaborative filtering systems to make them scale and translation invariant and generally improve their accuracy without increasing their computational cost. Using the EachMovie and the Jester data sets, we show that learning-free constant time scale and translation invariant schemes outperforms other learning-free constant time schemes by at least 3% and perform as well as expensive memory-based schemes (within 4%). Over the Jester data set, we show that a scale and translation invariant Eigentaste algorithm outperforms Eigentaste 2.0 by 20%. These results suggest that scale and translation invariance is a desirable property."
357,358,tropical forest fragments enhance pollinator activity in nearby coffee crops,56279.0,Tropical Forest Fragments Enhance Pollinator Activity in Nearby Coffee Crops,":&#8194; Crop pollination by wild bees is an ecosystem service of enormous value, but it is under increasing threat from agricultural intensification. As with many ecosystem services, the mechanisms, scales, and species through which crop pollination is provided are too poorly understood to inform land-use decisions. I investigated the role of tropical forest remnants as sources of pollinators to surrounding coffee crops in Costa Rica. In 2001 and 2002 I observed bee activity and pollen deposition rates at coffee flowers along distance gradients from two fragments and one narrow riparian strip of forest. Eleven eusocial species were the most common visitors: 10 species of native meliponines and the introduced honeybee, Apis mellifera (hereafter Apis). Bee richness, overall visitation rate, and pollen deposition rate were all significantly higher in sites within approximately 100 m of forest fragments than in sites farther away (maximum distance of 1.6 km). Apis visitation rates were constant across the distance gradient, however, and Apis accounted for &#62;90% of all floral visits in distant sites. The gradient from the riparian strip showed a similar drop in bee species richness with distance, but visitation rates were uniformly low along the gradient. Throughout the study area, Apis abundances declined sharply from 2001 to 2002, reducing visitation rates by over 50% in distant sites (where Apis was almost the only pollinator). In near sites, however, overall visitation rates dropped only 9% because native species almost entirely compensated for the Apis decline. Forest fragments (more so than the riparian strip) thus provided nearby coffee with a diversity of bees that increased both the amount and stability of pollination services by reducing dependence on a single introduced pollinator. Exploring the economic links between forest preservation and coffee cultivation may help align the goals of conservation and agriculture within many regions of global conservation priority."
358,359,analyzing student interactions and meaning construction in computer bulletin board discussions,56532.0,Analyzing student interactions and meaning construction in computer bulletin board discussions,"This case study, based on social constructivist learning theory, investigated the communication patterns and the knowledge construction process of students who used a computer bulletin board system (BBS) to discuss course-related content. Collected data included the outline of BBS postings and transcripts of the BBS messages from three selected weeks during the semester in an advanced communications class. Quantitative analysis was used to examine participation and interaction rates, and qualitative procedures were used to analyze knowledge construction processes and to refine a category system of indicators and descriptors. Results showed that students engaged in a knowledge construction process that was characterized chiefly by clarification, elaboration, and interpretation, and that produced more reflective monologues than dialogical interactions. Findings were related to constructivist theories and to previous analyses of computer conferencing systems, and were used to develop a list of recommendations for practitioners interested in incorporating such systems in their courses."
360,361,regulation of rna polymerase ii transcription by sequencespecific dna binding factors,60145.0,Regulation of RNA Polymerase II Transcription by Sequence-Specific DNA Binding Factors,"In eukaryotes, transcription of the diverse array of tens of thousands of protein-coding genes is carried out by RNA polymerase II. The control of this process is predominantly mediated by a network of thousands of sequence-specific DNA binding transcription factors that interpret the genetic regulatory information, such as in transcriptional enhancers and promoters, and transmit the appropriate response to the RNA polymerase II transcriptional machinery. This review will describe some early advances in the discovery and characterization of the sequence-specific DNA binding transcription factors as well as some of the properties of these regulatory proteins."
361,362,seeing is believing the bicoid morphogen gradient matures,60153.0,Seeing Is Believing - The Bicoid Morphogen Gradient Matures,"Although Cell has a long history of publishing some of the most significant advances in developmental biology, the back to back papers by Driever and Nüsslein-Volhard on the role of the Bicoid gradient in patterning the Drosophila embryo stand out as the first molecular demonstration of two of the longest standing concepts of the field, namely localized cytoplasmic determinants and morphogen gradients. Here we discuss the impact of this ground-breaking work and review recent results on bicoid mRNA localization and the dual role of Bicoid as a transcription and translation factor."
363,364,circular binary segmentation for the analysis of arraybased dna copy number data,62586.0,Circular binary segmentation for the analysis of array-based DNA copy number data.,"DNA sequence copy number is the number of copies of DNA at a region of a genome. Cancer progression often involves alterations in DNA copy number. Newly developed microarray technologies enable simultaneous measurement of copy number at thousands of sites in a genome. We have developed a modification of binary segmentation, which we call circular binary segmentation, to translate noisy intensity measurements into regions of equal copy number. The method is evaluated by simulation and is demonstrated on cell line data with known copy number alterations and on a breast cancer cell line data set."
364,365,gotermfinderopen source software for accessing gene ontology information and finding significantly enriched gene ontology terms associated with a list of genes,63158.0,GO::TermFinder-open source software for accessing Gene Ontology information and finding significantly enriched Gene Ontology terms associated with a list of genes,"SUMMARY: GO::TermFinder comprises a set of object-oriented Perl modules for accessing Gene Ontology (GO) information and evaluating and visualizing the collective annotation of a list of genes to GO terms. It can be used to draw conclusions from microarray and other biological data, calculating the statistical significance of each annotation. GO::TermFinder can be used on any system on which Perl can be run, either as a command line application, in single or batch mode, or as a web-based CGI script. AVAILABILITY: The full source code and documentation for GO::TermFinder are freely available from http://search.cpan.org/dist/GO-TermFinder/."
365,366,medliner an open source library in r for medline literature data mining,63175.0,MedlineR: an open source library in R for Medline literature data mining.,"SUMMARY: We describe an open source library written in the R programming language for Medline literature data mining. This MedlineR library includes programs to query Medline through the NCBI PubMed database; to construct the co-occurrence matrix; and to visualize the network topology of query terms. The open source nature of this library allows users to extend it freely in the statistical programming language of R. To demonstrate its utility, we have built an application to analyze term-association by using only ten lines of code. We provide MedlineR as a library foundation for bioinformaticians and statisticians to build more sophisticated literature data mining applications. AVAILABILITY: The library is available from http://dbsr.duke.edu/pub/MedlineR."
366,367,dagchainer a tool for mining segmental genome duplications and synteny,63180.0,DAGchainer: a tool for mining segmental genome duplications and synteny,"Summary: Given the positions of protein-coding genes along genomic sequence and probability values for protein alignments between genes, DAGchainer identifies chains of gene pairs sharing conserved order between genomic regions, by identifying paths through a directed acyclic graph (DAG). These chains of collinear gene pairs can represent segmentally duplicated regions and genes within a single genome or syntenic regions between related genomes. Automated mining of the Arabidopsis genome for segmental duplications illustrates the use of DAGchainer. 10.1093/bioinformatics/bth397"
367,368,discovering patterns to extract proteinprotein interactions from full texts,63187.0,Discovering patterns to extract protein-protein interactions from full texts.,"MOTIVATION: Although there are several databases storing protein-protein interactions, most such data still exist only in the scientific literature. They are scattered in scientific literature written in natural languages, defying data mining efforts. Much time and labor have to be spent on extracting protein pathways from litera-ture. Our aim is to develop a robust and powerful methodology to mine protein-protein interactions from biomedical texts. RESULTS: We present a novel and robust approach for extracting protein-protein interactions from literature. Our method uses a dynamic programming algorithm to compute distinguishing patterns by aligning relevant sentences and key verbs that describe protein inter-actions. A matching algorithm is designed to extract the interactions between proteins. Equipped only with a dictionary of protein names, our system achieves a recall rate of 80.0% and precision rate of 80.5%. AVAILABILITY: The program is available on request from the authors."
368,369,modeling interactome scalefree or geometric,63197.0,Modeling interactome: scale-free or geometric?,"MOTIVATION: Networks have been used to model many real-world phenomena to better understand the phenomena and to guide experiments in order to predict their behavior. Since incorrect models lead to incorrect predictions, it is vital to have as accurate a model as possible. As a result, new techniques and models for analyzing and modeling real-world networks have recently been introduced. RESULTS: One example of large and complex networks involves protein-protein interaction (PPI) networks. We analyze PPI networks of yeast S. cerevisiae and fruitfly D. melanogaster using a newly introduced measure of local network structure as well as the standardly used measures of global network structure. We examine the fit of four different network models, including Erd?s-R?nyi, scale-free, and geometric random network models, to these PPI networks with respect to the measures of local and global network structure. We demonstrate that the currently accepted scale-free model of PPI networks fails to fit the data in several respects and show that a random geometric model provides a much more accurate model of the PPI data. We hypothesize that only the noise in these networks is scale-free. Conclusions: We systematically evaluate how well different network models fit the PPI networks. We show that the structure of PPI networks is better modeled by a geometric random graph than by a scale-free model. CONTACT: Jurisica, I., Ontario Cancer Institute, Princess Margaret Hospital, University Health Network, Division of Cancer Informatics, 610 University Avenue, Toronto, ON, M5G 2M9, Canada. SUPPLEMENTARY INFORMATION: Supplementary information is available and submitted together with this manuscript."
369,370,blogs and wikis are valuable software tools for communication within research groups,65083.0,Blogs and Wikis Are Valuable Software Tools for Communication Within Research Groups,":&#8194; Appropriate software tools may improve communication and ease access to knowledge for research groups. A weblog is a website which contains periodic, chronologically ordered posts on a common webpage, whereas a wiki is hypertext-based collaborative software that enables documents to be authored collectively using a web browser. Although not primarily intended for use as an intranet-based collaborative knowledge warehouse, both blogs and wikis have the potential to offer all the features of complex and expensive IT solutions. These tools enable the team members to share knowledge simply and quickly&#8212;the collective knowledge base of&#160; the group can be efficiently managed and navigated."
370,371,a review of routing protocols for mobile ad hoc networks,69494.0,A review of routing protocols for mobile ad hoc networks,"The 1990s have seen a rapid growth of research interests in mobile ad hoc networking. The infrastructureless and the dynamic nature of these networks demands new set of networking strategies to be implemented in order to provide efficient end-to-end communication. This, along with the diverse application of these networks in many different scenarios such as battlefield and disaster recovery, have seen MANETs being researched by many different organisations and institutes. MANETs employ the traditional TCP/IP structure to provide end-to-end communication between nodes. However, due to their mobility and the limited resource in wireless networks, each layer in the TCP/IP model require redefinition or modifications to function efficiently in MANETs. One interesting research area in MANET is routing. Routing in the MANETs is a challenging task and has received a tremendous amount of attention from researches. This has led to development of many different routing protocols for MANETs, and each author of each proposed protocol argues that the strategy proposed provides an improvement over a number of different strategies considered in the literature for a given network scenario. Therefore, it is quite difficult to determine which protocols may perform best under a number of different network scenarios, such as increasing node density and traffic. In this paper, we provide an overview of a wide range of routing protocols proposed in the literature. We also provide a performance comparison of all routing protocols and suggest which protocols may perform best in large networks."
